Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites
18.6167,99.0667,,20,90,,44,,1.88,,,84,1
10.6768,101.1565,,,,,34,,2.27,,,84,1
15.925,101.15,,60,100,,54,,1.5,,,83,1
19.3633,98.4033,,90,180,,53,,1.55,,,82,1
18.6167,99.0667,,20,110,,49,,1.67,,,82,1
10.7689,101.0219,,,,,41,,1.99,,,82,1
15.4567,101.1667,,40,100,,55,,1.4,,,77,1
15.64,104.5417,120,60,150,,36,,2.17,,,77,1
16.4333,102.6633,150,70,130,,30,,2.55,,,77,1
16.4517,102.8183,,80,130,,35,,2.17,,,76,1
11.9416,100.6449,,,,,34,,2.08,,,75,1
15.6083,105.1583,130,50,110,,32,,2.17,,,70,1
17.9667,100.0667,,10,110,,18,,3.77,,,69,1
14.8517,101.6567,,40,150,,16,,4.31,,,69,1
19.8183,99.22,,90,185,,40,,1.7,,,68,1
15.8033,102.6033,175,100,350,,37,,1.81,,,68,1
18.2583,99.7117,,130,230,,37,,1.82,,,68,1
18.6333,99.1,,40,80,,36,,1.88,,,68,1
18.3,99.3333,,40,117,,40,,1.67,,,67,1
15.865,103.55,140,110,180,,29,,2.17,,,64,1
18.3167,98.8167,,20,85,,34,,1.82,,,62,1
18.6667,99.0667,,10,95,,33,,1.88,,,61,1
15.4567,101.0683,,60,100,,43,,1.4,,,60,1
16.0183,103.8067,135,60,160,,33,,1.81,,,60,1
15.6483,101.08,,40,90,,40,,1.4,,,56,1
14.625,102.7967,185,50,110,,14,,4.06,,,56,1
18.0333,100.1,,50,80,,33,,1.67,,,55,1
17.2483,102.3333,,80,130,,16,,3.43,,,55,1
15.4567,101.6867,210,80,140,,11,,5.25,,,55,1
15.0283,102.035,165,60,80,,30,,1.81,,,54,1
17.6333,103.7517,150,60,150,,30,,1.81,,,54,1
15.92,101.0167,,20,100,,32,,1.67,,,53,1
13.75,100.5167,100,100,200,,32,,1.67,,,53,1
15.8617,104.8367,155,50,130,,13,,4.1,,,53,1
15.6083,105.1583,130,110,160,,10,,5.25,,,53,1
16.4333,102.6633,150,130,260,,10,,5.25,,,53,1
18.6333,99.0667,,60,140,,31,,1.67,,,52,1
15.0767,102.2283,170,50,90,,24,,2.17,,,52,1
15.8083,103.05,,60,280,,24,,2.18,,,52,1
14.5333,101.7,,90,150,,12,,4.2,,,52,1
15.235,102.4617,160,40,80,,23,,2.17,,,51,1
18.7667,99.2333,,30,70,,20,,2.54,,,51,1
15.155,100.645,,20,90,,30,,1.67,,,50,1
16.2033,99.6017,,40,210,,30,,1.67,,,50,1
19.7333,99.1167,,60,120,,30,,1.67,,,50,1
15.4567,101.6867,210,40,80,,28,,1.81,,,50,1
15.6333,103.25,130,80,120,,28,,1.81,,,50,1
15.6517,103.5883,130,50,100,,27,,1.81,,,50,1
16.1083,102.6367,,80,120,,23,,2.17,,,49,1
16.8583,103.8467,,30,80,,9,,5.18,,,47,1
15.0767,102.2283,170,90,200,,9,,5.25,,,47,1
19.5,100.9333,,50,110,,25,,1.82,,,46,1
19.2,99.9167,,30,80,,26,,1.67,,,44,1
16.295,101.07,130,40,95,,26,,1.67,,,44,1
18.2583,99.7117,,90,130,,24,,1.82,,,44,1
15.565,101.85,190,110,180,,8,,5.25,,,44,1
18.3,99.3833,,40,84,,26,,1.67,,,43,1
16.1633,101.475,130,40,90,,10,,4.27,,,43,1
18.0333,100.0833,,20,95,,25,,1.67,,,42,1
19.2167,99.95,,30,85,,25,,1.67,,,42,1
19.1833,99.9,,20,80,,24,,1.67,,,41,1
16.44,102.7283,,60,140,,18,,2.17,,,39,1
16.845,101.935,,50,100,,10,,3.8,,,38,1
18.0967,99.3367,,30,165,,22,,1.72,,,37,1
19.85,100.25,,40,100,,14,,2.72,,,37,1
15.5733,101.1483,,40,100,,24,,1.5,,,36,1
16.475,99.7467,,50,150,,20,,1.67,,,34,1
18.0333,100.1,,10,85,,20,,1.67,,,34,1
15.565,101.85,190,80,110,,20,,1.81,,,33,1
14.375,100.8067,,60,120,,20,,1.67,,,33,1
14.8667,101.8333,230,40,160,,18,,1.82,,,33,1
18.65,99.1333,,40,60,,17,,1.88,,,32,1
16.12,103.46,150,110,190,,14,,2.17,,,31,1
13.75,100.5167,100,40,100,,16,,1.67,,,27,1
18.2783,99.1967,230,290,630,,16,,1.72,,,27,1
18.8667,99.95,,10,77,,15,,1.67,,,26,1
19.2167,99.8667,,30,80,,15,,1.67,,,25,1
17.45,101.7317,,70,120,,15,,1.67,,,25,1
16.1567,102.88,,50,90,,10,,2.48,,,25,1
16.2983,102.8867,,40,90,,10,,2.48,,,25,1
19.2,99.95,,10,70,,13,,1.67,,,22,1
17.1383,104.08,,50,150,,9,,2.48,,,22,1
16.4967,99.9783,,40,100,,12,,1.67,,,20,1
18.9333,99.1167,,60,80,,10,,1.88,,,19,1
16.7517,101.22,135,90,100,,11,,1.67,,,18,1
19.7333,99.1333,,40,90,,10,,1.67,,,17,1
16.0967,99.6367,,30,130,,10,,1.67,,,17,1
18.35,99.2833,,30,87,,10,,1.67,,,17,1
18.6167,98.8833,,40,150,,10,,1.67,,,17,1
18.9,98.9333,,30,50,,10,,1.67,,,17,1
16.4583,99.8483,,20,110,,9,,1.67,,,14,1
16.2517,102.875,,20,110,,5,,2.48,,,12,1
14.8667,101.7,230,80,150,,10,,,,,,
34.251,137.418,-1025,,1,3,,,,,,224,
34.0838,138.1338,-2420,,2,5,,,,,,132,
33.8492,137.7867,-2560,,3,7,,,,,,62,
34.2365,137.4845,-1290,,2,3,,,,,,61,
34.0422,138.252,-2665,,1,3,,,,,,56,
33.816,137.0978,-1990,,5,6,,,,,,51,
39.1817,143.3317,-2681,,155,5,29,,,,,20,
36.4167,10.1667,,50,250,,70,,,,,200,
34.4283,11.8533,,,,,,,,,,152,
33.2367,10.56,,,2517,,,,,,,150,
32.535,10.715,,,1374,3,38,,3.41,,,128,
34.0467,11.315,,,,,,,,,,127,
35.4667,8.4583,,,,,,,,,,126,
35.8933,9.9467,,,,,,,,,,125,
37.3367,10.9483,,,,,,,,,,120,
34.4817,12.595,,,2493,,,,,,,118,
34.1333,11.605,,,,,,,,,,112,
35.9533,11.1683,,,,,,,,,,111,
34.7383,11.1867,,,,,,,,,,108,
36.09,10.8333,,,3301,,,,,,,107,
33.035,8.33,,,3229,,,,,,,106,
33.9917,11.9383,,,,,,,,,,106,
34.7367,11.71,,,,,,,,,,106,
36.155,11.0467,,,,,,,,,,106,
36.9433,10.5333,,,,,,,,,,106,
31.2467,9.8417,,,930,,,,,,,105,
33.6933,11.8167,,,1922,,,,,,,105,
34.9867,8.5217,,,,,,,,,,105,
35.975,9.4017,,,1001,,,,,,,105,
36.6283,10.67,,,1000,12,36,,,,,104,
33.0417,10.8117,,,1350,,,,,,,103,
33.5,11.7667,,,2561,,,,,,,103,
34.77,10.7817,,,,,,,,,,103,
36.225,10.74,,,,,,,,,,103,
32.8583,10.9533,,,1980,,,,,,,102,
32.2967,11.0283,,,3924,,,,,,,101,
34.4717,11.8533,,,,,,,,,,101,
35.6167,8.6017,,,4000,,,,,,,101,
35.86,10.755,,,,,,,,,,101,
34.8833,10.4483,,,,,,,,,,100,
34.8933,10.5983,,,2145,,,,,,,100,
35.4333,11.3417,,,1526,,,,,,,100,
30.62,10.0367,,,3265,,,,,,,98,
34.3033,11.445,,,,,,,,,,98,
32.875,10.6717,,,,,,,,,,97,
33.57,11.5767,,,4724,3,34,,,,,96,
34.9317,12.1133,,,,,,,,,,95,
36.1167,11.9133,,,,,,,,,,95,
32.7167,11.1967,,,4010,,,,,,,94,
33.4667,11.3917,,,2213,,,,,,,93,
34.3467,7.9767,,,,,,,,,,93,
34.765,10.16,,,1306,,,,,,,93,
34.9333,10.925,,,2000,,,,,,,93,
34.8417,11.585,,,2853,4,38,,,,,92,
33.2417,9.7717,,,,,,,,,,92,
33.7983,11.895,,,3613,,,,,,,92,
35.7783,10.645,,,,,,,,,,92,
36.24,9.5883,,,,,,,,,,92,
32.025,10.7783,,,,,,,,,,91,
35.1583,10.34,,,,,,,,,,91,
36.445,11.7467,,,,,,,,,,91,
31.935,9.1417,,,3379,,,,,,,90,
35.1567,10.93,,,2092,,,,,,,90,
34.7183,10.0867,,,,,,,,,,89,
35.675,8.9283,,,,,,,,,,89,
34.34,9.4317,,,2479,6,27,,,,,88,
33.295,8.7283,,,3965,5,26,,3.43,,,88,
32.585,9.9167,,,2395,,,,,,,88,
35.16,10.3317,,,,,,,,,,88,
35.4467,8.8333,,,829,,,,,,,88,
35.46,9.1583,,,,,,,,,,88,
36.1667,9.9317,,,1665,,,,,,,88,
36.61,11.6817,,,,,,,,,,88,
32.9317,11.32,,,709,,,,,,,87,
34.4017,11,,,4408,,,,,,,87,
34.4217,11.005,,,,,,,,,,87,
34.8617,12.2817,,,3290,,,,,,,87,
31.0417,9.475,,,1486,,,,,,,86,
35.2483,11.7917,,,,,,,,,,86,
35.3417,11.265,,,,,,,,,,86,
33.2433,8.645,,,4917,,,,,,,85,
34.535,12.06,,,,,,,,,,85,
34.6667,10.985,,,,,,,,,,85,
33.4367,8.545,,,3122,,,,,,,84,
34.7667,10.71,,,,,,,,,,84,
35.035,10.7767,,,,,,,,,,84,
35.5833,10.04,,,,,,,,,,84,
34.04,11.3133,,,3642,,,,,,,83,
34.285,11.4517,,,,,,,,,,83,
34.5717,12.565,,,3091,,,,,,,83,
32.6783,8.3983,,,3462,3,24,,3.4,,,81,
32.5867,11.3517,,,2514,,,,,,,81,
33.4483,10.1967,,,2685,,,,,,,81,
34.725,10.0933,,,,,,,,,,81,
31.9233,9.905,,,2451,,,,,,,80,
32.8483,9.6267,,,,,,,,,,80,
35.3717,10.1617,,,3183,,,,,,,80,
35.49,12.2217,,,3810,,,,,,,80,
31.9433,10.2183,,,3189,,,,,,,79,
34.6633,11.3967,,,,,,,,,,79,
31.2517,10.1533,,,1472,,,,,,,78,
33.0833,9.5267,,,,,,,,,,78,
33.4017,8.545,,,3975,,,,,,,78,
31.985,10.2467,,,,,,,,,,77,
32.0583,9.4217,,,,,,,,,,77,
33.3833,8.3583,,,,,,,,,,77,
35.71,9.8817,,,,,,,,,,77,
35.7817,9.9433,,,2498,,,,,,,77,
33.605,11.2167,,,,,,,,,,76,
34.6817,10.6933,,,,,,,,,,76,
35.81,11.305,,,2440,,,,,,,76,
36.2833,11.6717,,,,,,,,,,76,
36.4167,10.4167,,20,250,,30,,,,,75,
31.3233,9.5,,,3847,,,,,,,75,
33.6167,10.5,,,,,,,,,,75,
36.1717,10.4217,,,1500,,,,,,,75,
36.3333,10.8667,,,,,,,,,,74,
35.7817,9.3517,,,3194,,,,,,,73,
33.9067,9.6233,,,4950,6,24,,2.94,,,72,
36.1917,9.6033,,,4348,,,,,,,72,
34.0583,9.805,,,2375,,,,,,,71,
35.14,8.5017,,,4000,,,,,,,71,
35.5783,10.8267,,,,,,,,,,71,
31.4883,9.3683,,,1502,,,,,,,70,
32.48,10.885,,,,,,,,,,70,
31.66,9.2717,,,,,,,,,,69,
32.585,9.0917,,,3189,,,,,,,69,
33.14,11.0733,,,,,,,,,,69,
33.7667,10.895,,,1417,,,,,,,69,
34.7633,8.3933,,,,,,,,,,69,
34.88,10.8633,,,3881,,,,,,,69,
35.6,9.9383,,,,,,,,,,69,
35.7017,10.1,,,1213,,,,,,,69,
35.48,9.0267,,,,,,,,,,68,
35.59,9.475,,,,,,,,,,68,
33.3133,9.7167,,,2815,5,25,,2.65,,,67,
31.69,9.8783,,,2138,,,,,,,67,
33.6433,9.225,,,,,,,,,,67,
35.125,8.46,,,2549,,,,,,,67,
31.4167,9.7417,,,2450,,,,,,,66,
34.3467,7.9767,,,,,,,,,,66,
35.31,10.4667,,,5133,14,19,,,,,65,
35.2733,10.4683,,,,,,,,,,64,
35.1117,8.6283,,,,,,,,,,63,
35.9933,8.805,,,2660,,,,,,,63,
35.9383,12.2817,,,,,,,,,,62,
35.5,10,,130,175,,30,,,,,60,
34.3333,8.5,,70,220,,24,,,,,60,
32.4767,10.8817,,,2945,,,,,,,60,
35.8817,9.185,,,1372,,,,,,,59,
35.3383,8.8767,,,,,,,,,,55,
35.5,10,,80,165,,20,,,,,50,
34.3333,8.5,,100,235,,18,,,,,45,
34.3333,8.5,,30,250,,20,,,,,40,
34.3333,8.5,,50,240,,20,,,,,40,
35.5,10,,170,250,,20,,,,,40,
34.3333,8.5,,70,145,,16,,,,,40,
35.5,10,,50,110,,15,,,,,38,
34.3333,8.5,,50,200,,15,,,,,30,
40.4617,32.6533,,,740,1,,,,,,205,
37.1333,35.9783,,,156,1,,,,,,201,
37.3283,36.0167,,,177,1,,,,,,191,
40.6833,28.285,,,721,1,,,,,,165,
40.4733,32.6567,,,1500,1,,,,,,142,
37.54,34.7367,,,280,1,,,,,,126,
37.75,27.6667,,10,150,3,,,,,,126,
37.75,29.25,,10,150,3,,,,,,126,
37.8333,28.8333,,10,150,3,,,,,,126,
38.0833,28.8333,,10,150,3,,,,,,126,
38.0833,29.0833,,10,150,3,,,,,,126,
38.1667,26.8333,,10,150,3,,,,,,126,
38.3333,28.1667,,10,150,3,,,,,,126,
38.4167,27.8333,,10,150,1,,,,,,126,
39.0833,26.9167,,10,150,3,,,,,,126,
39.0833,29.0833,,10,150,3,,,,,,126,
39.0833,29.0833,,10,150,3,,,,,,126,
39.1667,27.3333,,10,150,3,,,,,,126,
39.1667,34.85,,10,150,3,,,,,,126,
39.5833,26.1667,,10,150,3,,,,,,126,
39.8333,27.0833,,10,150,3,,,,,,126,
37.6233,37.4683,,,801,1,,,,,,122,
38.0217,40.565,,,677,1,,,,,,118,
40.5083,27.0617,,,864,1,,,,,,117,
37.65,38.495,,,1148,1,,,,,,107,
39.8133,32.3683,,,384,1,,,,,,105,
38.6933,26.6417,,,866,1,,,,,,103,
37.4117,41.3817,,,867,1,,,,,,101,
39.5,32.2667,,,3306,,,,,,,96,
37.7917,38.1933,,,1870,1,,,,,,94,
40.1533,32.945,,,1200,1,,,,,,94,
40.63,26.2283,,,1751,1,,,,,,94,
37.7767,39.0717,,,1524,1,,,,,,92,
38.175,40.0767,,,1768,1,,,,,,92,
37.015,36.1767,,,2156,1,,,,,,90,
41.265,27.6767,,,2852,1,,,,,,90,
41.2783,28.2267,,,763,1,,,,,,89,
37.4583,38.55,,,488,1,,,,,,88,
37.8633,38.585,,,825,1,,,,,,88,
41.3067,26.7467,,,2335,1,,,,,,88,
37.7617,41.3633,,,1320,1,,,,,,86,
39.755,39.6017,,,601,1,,,,,,86,
41.4917,26.91,,,2479,1,,,,,,86,
37.7767,41.26,,,1320,1,,,,,,84,
39.7233,41.5567,,,1499,1,,,,,,84,
41.2283,28.1867,,,1814,1,,,,,,84,
41.5783,27.405,,,1250,1,,,,,,84,
36.61,35.9483,,,2075,1,,,,,,83,
41.6083,27.4033,,,1035,1,,,,,,83,
41.085,28.215,,,1930,1,,,,,,82,
41.7933,27.63,,,696,1,,,,,,82,
37.9883,39.62,,,2322,1,,,,,,80,
38.63,42.2117,,,342,3,,,,,,80,
39.9733,41.69,,,2325,1,,,,,,80,
41.21,31.1267,,,973,1,,,,,,80,
41.275,28.225,,,762,1,,,,,,80,
41.4067,27.9067,,,1006,1,,,,,,80,
41.4217,27.8233,,,1620,1,,,,,,80,
41.5367,27.7017,,,661,1,,,,,,80,
41.08,28.165,,,1853,1,,,,,,79,
41.4217,27.0417,,,3492,1,,,,,,79,
41.54,27.365,,,2935,1,,,,,,79,
37.4067,39.1667,,,898,1,,,,,,78,
39.7767,30.5367,,,730,1,,,,,,78,
41.3633,27.4467,,,3950,1,,,,,,78,
41.7533,26.6317,,,1003,1,,,,,,78,
37.0233,35.0617,,,1066,1,,,,,,77,
41.7133,26.5883,,,1046,1,,,,,,76,
38.1133,41.5617,,,2965,1,,,,,,75,
38.1517,40.1883,,,1490,1,,,,,,75,
41.31,27.0567,,,4242,1,,,,,,75,
37.6467,38.495,,,1382,1,,,,,,74,
37.6983,41.8833,,,1998,1,,,,,,74,
38.3433,33.99,,,1433,1,,,,,,74,
41.08,28.075,,,2538,1,,,,,,74,
41.48,27.54,,,2106,1,,,,,,74,
41.6183,36.0617,,,2595,1,,,,,,74,
41.6267,28.075,,,2538,1,,,,,,74,
41.655,27.1933,,,2150,1,,,,,,74,
41.505,27.64,,,1286,1,,,,,,73,
37.135,35.0617,,,495,1,,,,,,71,
37.8917,38.465,,,3030,1,,,,,,71,
37.905,38.8267,,,3253,1,,,,,,71,
38.14,39.8767,,,1530,1,,,,,,71,
41.0833,27.955,,,3348,1,,,,,,71,
41.5067,27.4267,,,3403,1,,,,,,71,
41.52,27.535,,,1397,1,,,,,,71,
41.5233,27.3733,,,2400,1,,,,,,71,
41.5967,27.2233,,,3400,1,,,,,,71,
41.6333,27.2117,,,1472,1,,,,,,71,
41.8367,28.5533,,,3020,1,,,,,,71,
38.1217,39.7567,,,1500,1,,,,,,70,
38.2217,40.1867,,,1585,1,,,,,,70,
37.1583,41.7167,,,1752,1,,,,,,69,
37.6467,39.1367,,,1893,1,,,,,,69,
38.9067,33.58,,,2161,1,,,,,,69,
40.6717,27.1917,,,1090,1,,,,,,69,
41.1017,27.8817,,,3013,1,,,,,,69,
41.4217,27.4433,,,2246,1,,,,,,69,
41.45,26.6733,,,2538,1,,,,,,69,
41.7333,26.905,,,1572,1,,,,,,69,
41.815,34.68,,,2497,1,,,,,,69,
37.7933,38.1933,,,1720,1,,,,,,68,
41.6583,27.025,,,3401,1,,,,,,68,
36.9267,36.035,,,3750,1,,,,,,67,
37.725,36.3933,,,1462,1,,,,,,67,
37.7783,38.835,,,2536,1,,,,,,67,
41.71,32.3833,,,1296,1,,,,,,67,
41.97,34.8383,,,1741,1,,,,,,67,
40.1233,26.295,,,2393,1,,,,,,66,
41.3733,27.7267,,,3997,1,,,,,,66,
37.16,41.035,,,1235,1,,,,,,65,
37.7967,38.0967,,,1150,1,,,,,,65,
37.8983,40.555,,,2157,1,,,,,,65,
38.1283,39.915,,,1680,1,,,,,,65,
40.0717,43.7583,,,1658,1,,,,,,65,
40.6367,27.1167,,,1848,1,,,,,,65,
41.0183,26.71,,,1848,1,,,,,,65,
41.0967,27.8633,,,2566,1,,,,,,65,
41.5167,27.0583,,,1139,1,,,,,,65,
41.71,32.3717,,,1202,1,,,,,,65,
36.74,37.5983,,,1633,1,,,,,,63,
38.165,40.2783,,,1936,1,,,,,,63,
38.1867,33.72,,,1503,1,,,,,,63,
38.1917,39.9717,,,2381,1,,,,,,63,
38.2167,41.4183,,,4100,1,,,,,,63,
38.61,37.4383,,,582,1,,,,,,63,
39.7117,41.4217,,,2457,1,,,,,,63,
41.5167,34.7983,,,2175,1,,,,,,63,
41.6567,32.3533,,,750,1,,,,,,63,
41.6967,32.3717,,,1207,1,,,,,,63,
41.7283,32.36,,,751,1,,,,,,63,
36.0917,35.8133,,,1454,1,,,,,,62,
37.295,35.5833,,,1614,1,,,,,,62,
37.6533,42.3317,,,1746,1,,,,,,62,
37.8217,40.9767,,,1574,1,,,,,,62,
37.905,33.6567,,,2960,1,,,,,,62,
37.1483,35.15,,,1747,1,,,,,,61,
37.9317,41.06,,,1053,1,,,,,,61,
38.0267,41.3583,,,2383,1,,,,,,61,
38.0617,39.6117,,,2134,1,,,,,,61,
38.1267,40.235,,,1830,1,,,,,,61,
38.1767,40.2483,,,1600,1,,,,,,61,
38.21,41.5283,,,3480,1,,,,,,61,
38.2117,41.3067,,,2090,1,,,,,,61,
38.36,40.36,,,1751,1,,,,,,61,
40.0667,43.755,,,1393,1,,,,,,61,
40.3633,26.5933,,,3114,1,,,,,,61,
41.3233,31.4333,,,794,1,,,,,,61,
41.6833,27.1433,,,1745,1,,,,,,61,
41.6833,32.3533,,,995,1,,,,,,61,
38.2483,41.3633,,,2100,1,,,,,,60,
41.6567,26.675,,,1783,1,,,,,,60,
37.0833,39.9067,,,1630,1,,,,,,59,
37.085,37.61,,,85,1,,,,,,59,
37.3,41.9783,,,3563,1,,,,,,59,
37.355,37.7083,,,3259,1,,,,,,59,
37.93,41.6117,,,2240,1,,,,,,59,
38.075,40.3333,,,2827,1,,,,,,59,
38.1533,40.285,,,2050,1,,,,,,59,
38.1633,40.3533,,,1948,1,,,,,,59,
41.1683,28.1683,,,1509,1,,,,,,59,
41.53,26.7033,,,3043,1,,,,,,59,
37.0917,35.11,,,2422,1,,,,,,58,
40.725,27.29,,,2478,1,,,,,,58,
41.1383,28.3667,,,1437,1,,,,,,58,
37.0167,35.67,,,1100,1,,,,,,57,
37.1633,35.1817,,,1415,1,,,,,,57,
37.49,37.83,,,1901,1,,,,,,57,
37.7017,38.2033,,,1640,1,,,,,,57,
41.1183,28.3433,,,2489,1,,,,,,57,
36.865,34.75,,,914,1,,,,,,56,
38.07,40.685,,,3128,1,,,,,,56,
38.095,41.7433,,,2070,1,,,,,,56,
40.5417,26.915,,,1893,1,,,,,,56,
40.9633,27.295,,,1590,1,,,,,,56,
35.9117,36.4433,,,1740,1,,,,,,55,
37.21,41.4367,,,1203,1,,,,,,55,
38.0817,41.6467,,,3250,1,,,,,,55,
36.4467,35.7,,,4390,1,,,,,,53,
37.1717,35.0717,,,1633,1,,,,,,53,
37.865,40.66,,,2502,1,,,,,,53,
38.1117,41.075,,,3113,1,,,,,,53,
38.255,41.18,,,3120,1,,,,,,53,
40.7333,26.8017,,,2340,1,,,,,,53,
36.6717,34.82,,,3100,1,,,,,,52,
36.675,35.32,,,1365,1,,,,,,52,
37.0117,35.35,,,2224,1,,,,,,52,
37.0383,39.02,,,133,1,,,,,,52,
37.04,39.0167,,,1330,1,,,,,,52,
37.045,35.0117,,,945,1,,,,,,51,
37.09,35.1017,,,2304,1,,,,,,51,
38.1767,40.3933,,,2145,1,,,,,,51,
37.2267,42.385,,,2100,1,,,,,,50,
37.545,41.8317,,,2175,1,,,,,,50,
37.885,40.865,,,2097,1,,,,,,50,
38.1167,41.2517,,,3003,1,,,,,,50,
38.195,40.375,,,2100,1,,,,,,50,
37.21,41.475,,,1189,1,,,,,,49,
37.8767,40.9467,,,2666,1,,,,,,49,
37.2467,35.0117,,,1897,1,,,,,,48,
37.3217,35.4933,,,1585,1,,,,,,48,
37.5933,40.7217,,,1707,1,,,,,,48,
38.025,39.8167,,,2280,1,,,,,,48,
38.09,40.3967,,,2497,1,,,,,,48,
36.77,31.46,,,2284,1,,,,,,47,
36.415,35.0267,,,4153,1,,,,,,46,
38.2217,40.4167,,,1921,1,,,,,,46,
39.6867,37.4067,,,2090,1,,,,,,46,
40.7133,27.0783,,,1718,1,,,,,,46,
41.6267,32.58,,,1712,1,,,,,,46,
38.06,40.0367,,,2365,1,,,,,,45,
37.8367,43.6233,,,4020,1,,,,,,43,
38.1267,41.54,,,2950,1,,,,,,43,
38.2083,40.645,,,3585,1,,,,,,43,
36.83,34.66,,,1335,1,,,,,,42,
38.25,40.85,,,798,1,,,,,,42,
36.8417,39.965,,,996,1,,,,,,40,
37.8267,41.7683,,,1902,1,,,,,,39,
37.1033,40.34,,,1633,1,,,,,,38,
37.4433,35.5667,,,1293,1,,,,,,35,
35.0967,37.0683,,,1250,1,,,,,,34,
37.3683,35.695,,,1142,1,,,,,,33,
37.9717,42.0467,,,1770,1,,,,,,31,
36.2817,36.3917,,,1771,1,,,,,,27,
37.1083,41.4383,,,1966,1,,,,,,25,
36.395,30.2117,,,3700,1,,,,,,12,
36.3017,29.8817,,,2200,1,,,,,,10,
31.9745,-96.5059,,,,,,,,,,101,
33.6486,-94.4764,,,,,,,,,,100,
30.5148,-96.0857,,,,,,,,,,99,
32.2401,-97.1385,,,,,,,,,,99,
29.18,-96.9715,,,,,,,,,,97,
32.6947,-94.9512,,,,,,,,,,95,
31.9195,-94.5488,,,,,,,,,,94,
28.8787,-100.336,,,,,,,,,,94,
30.6975,-96.1458,,,,,,,,,,92,
32.6773,-94.981,,,,,,,,,,91,
31.9195,-94.5488,,,,,,,,,,91,
32.2333,-96.9358,,,,,,,,,,90,
32.58,-94.0466,,,,,,,,,,89,
32.449,-97.1531,,,,,,,,,,88,
31.8271,-97.1747,,,,,,,,,,88,
30.127,-97.1384,,,,,,,,,,88,
26.4588,-98.6716,,,,,,,,,,88,
32.28,-94.695,,,,,,,,,,88,
33.2468,-94.5305,,,,,,,,,,88,
28.0179,-98.3745,,,,,,,,,,87,
33.5045,-94.3263,,,,,,,,,,87,
28.8892,-100.564,,,,,,,,,,87,
28.2939,-98.0943,,,,,,,,,,87,
30.2509,-97.115,,,,,,,,,,87,
29.6882,-100.497,,,,,,,,,,87,
31.6534,-96.7361,,,,,,,,,,87,
28.7739,-100.415,,,,,,,,,,87,
28.0179,-98.3745,,,,,,,,,,86,
32.6773,-94.981,,,,,,,,,,86,
32.1304,-96.3329,,,,,,,,,,86,
30.6833,-94.0758,,,,,,,,,,86,
28.7462,-100.303,,,,,,,,,,86,
26.2831,-98.682,,,,,,,,,,86,
32.9755,-96.0623,,,,,,,,,,86,
32.449,-97.1531,,,,,,,,,,86,
30.2799,-100.855,,,,,,,,,,86,
27.8067,-98.3171,,,,,,,,,,86,
28.0179,-98.3745,,,,,,,,,,85,
33.3125,-95.1875,,,,,,,,,,85,
30.0236,-96.5047,,,,,,,,,,85,
30.0236,-96.5047,,,,,,,,,,85,
26.5577,-98.9731,,,,,,,,,,85,
32.6692,-94.2706,,,,,,,,,,85,
33.6798,-94.4171,,,,,,,,,,85,
32.4295,-94.669,,,,,,,,,,85,
32.2971,-97.4823,,,,,,,,,,85,
28.1236,-98.2662,,,,,,,,,,84,
33.4689,-94.446,,,,,,,,,,84,
28.8939,-98.7226,,,,,,,,,,84,
33.5262,-95.223,,,,,,,,,,84,
32.5421,-94.2064,,,,,,,,,,84,
33.0179,-96.0391,,,,,,,,,,84,
31.2181,-96.9667,,,,,,,,,,84,
27.6236,-98.7638,,,,,,,,,,84,
28.4674,-97.68,,,,,,,,,,84,
26.5665,-98.8025,,,,,,,,,,84,
27.0893,-98.9064,,,,,,,,,,84,
26.5577,-98.9731,,,,,,,,,,84,
27.8737,-99.6743,,,,,,,,,,83,
28.3982,-97.7951,,,,,,,,,,83,
27.6928,-98.7348,,,,,,,,,,83,
28.5226,-97.6347,,,,,,,,,,83,
28.8261,-97.7125,,,,,,,,,,83,
26.5577,-98.9731,,,,,,,,,,83,
28.2649,-98.2799,,,,,,,,,,83,
28.4674,-97.68,,,,,,,,,,83,
32.6692,-94.2706,,,,,,,,,,83,
31.8365,-94.4672,,,,,,,,,,83,
27.6236,-98.7638,,,,,,,,,,83,
28.0574,-98.3909,,,,,,,,,,83,
28.1824,-98.2941,,,,,,,,,,83,
28.8118,-99.237,,,,,,,,,,83,
27.2052,-98.9203,,,,,,,,,,83,
26.8103,-98.6779,,,,,,,,,,82,
27.8064,-98.5317,,,,,,,,,,82,
32.2239,-94.2376,,,,,,,,,,82,
28.6,-97.71,,,,,,,,,,82,
28.8574,-97.5543,,,,,,,,,,82,
28.83,-97.53,,,,,,,,,,82,
28.9609,-97.4218,,,,,,,,,,82,
30.0483,-97.39,,,,,,,,,,82,
32.6579,-94.6469,,,,,,,,,,82,
32.3313,-95.4784,,,,,,,,,,82,
26.7172,-99.0867,,,,,,,,,,82,
33.3697,-94.1352,,,,,,,,,,82,
27.9846,-98.751,,,,,,,,,,82,
28.8574,-97.5543,,,,,,,,,,82,
30.8517,-94.3533,,,,,,,,,,82,
26.4019,-98.5733,,,,,,,,,,81,
28.5226,-97.6347,,,,,,,,,,81,
32.4295,-94.669,,,,,,,,,,81,
27.6928,-98.7348,,,,,,,,,,81,
28.9389,-97.328,,,,,,,,,,81,
